,날짜,품목,품질,거래단위,최저가,최고가,평균가,전일평균대비등락,전7일평균대비등락,전년동월동일평균대비등락
273,2017-06-27,양파,보통,20kg,15000,17800,15744,-3,"15,747(99.0%)","16,213(97.0%)"
274,2017-06-27,양파,하,20kg,5000,15000,12159,1452,"10,707(113.0%)","12,174(99.0%)"
275,2017-06-27,양파 자주색,특,1kg,1040,1040,1040,-37,"1,077(96.0%)","1,079(96.0%)"
276,2017-06-27,양파 자주색,상,1kg,892,1040,965,37,928(103.0%),954(101.0%)
277,2017-06-27,양파 자주색,보통,1kg,825,892,857,23,834(102.0%),862(99.0%)
278,2017-06-27,양파 자주색,하,1kg,660,825,752,44,708(106.0%),754(99.0%)
279,2017-06-27,양파 자주색,특,20kg,20800,20800,20800,-758,"21,558(96.0%)","21,425(97.0%)"
280,2017-06-27,양파 자주색,상,20kg,17833,20800,19306,775,"18,531(104.0%)","19,068(101.0%)"
281,2017-06-27,양파 자주색,보통,20kg,16500,17833,17148,468,"16,680(102.0%)","17,228(99.0%)"
282,2017-06-27,양파 자주색,하,20kg,13200,16500,15012,860,"14,152(106.0%)","15,056(99.0%)"
283,2017-06-27,양파 수입,상,1kg,920,933,930,-31,961(96.0%),961(96.0%)
284,2017-06-27,양파 수입,보통,1kg,887,920,901,-39,940(95.0%),940(95.0%)
285,2017-06-27,양파 수입,하,1kg,867,887,878,-35,913(96.0%),913(96.0%)
286,2017-06-28,양파,특,1kg,1208,1667,1264,-73,"1,337(94.0%)","1,221(103.0%)"
287,2017-06-28,양파,상,1kg,1100,1208,1141,9,"1,132(100.0%)","1,061(107.0%)"
288,2017-06-28,양파,보통,1kg,808,1100,967,51,916(105.0%),873(110.0%)
289,2017-06-28,양파,하,1kg,200,808,644,53,591(108.0%),597(107.0%)
290,2017-06-28,양파,특,20kg,22500,23800,22756,91,"22,665(100.0%)","20,983(108.0%)"
291,2017-06-28,양파,상,20kg,18500,22500,20752,359,"20,393(101.0%)","18,752(110.0%)"
292,2017-06-28,양파,보통,20kg,15300,18500,17005,1261,"15,744(108.0%)","15,893(106.0%)"
293,2017-06-28,양파,하,20kg,3300,15300,11996,-163,"12,159(98.0%)","11,924(100.0%)"
294,2017-06-28,양파 자주색,특,1kg,1083,1100,1089,49,"1,040(104.0%)","1,078(101.0%)"
295,2017-06-28,양파 자주색,상,1kg,900,1083,996,31,965(103.0%),958(103.0%)
296,2017-06-28,양파 자주색,보통,1kg,800,900,847,-10,857(98.0%),864(98.0%)
297,2017-06-28,양파 자주색,하,1kg,550,800,748,-4,752(99.0%),774(96.0%)
298,2017-06-28,양파 자주색,특,12kg,13000,13000,13000,13000,0,"12,000(108.0%)"
299,2017-06-28,양파 자주색,상,12kg,12300,13000,12604,12604,0,"11,250(112.0%)"
300,2017-06-28,양파 자주색,보통,12kg,9600,12300,11207,11207,0,"11,525(97.0%)"
301,2017-06-28,양파 자주색,하,12kg,9000,9600,9486,9486,0,"9,942(95.0%)"
302,2017-06-28,양파 자주색,특,20kg,21667,22000,21794,994,"20,800(104.0%)","21,440(101.0%)"
303,2017-06-28,양파 자주색,상,20kg,18000,21667,19933,627,"19,306(103.0%)","19,146(104.0%)"
304,2017-06-28,양파 자주색,보통,20kg,16000,18000,16914,-234,"17,148(98.0%)","17,279(97.0%)"
305,2017-06-28,양파 자주색,하,20kg,11000,16000,14914,-98,"15,012(99.0%)","15,470(96.0%)"
306,2017-06-28,양파 수입,상,1kg,880,887,883,-47,930(94.0%),946(93.0%)
307,2017-06-28,양파 수입,보통,1kg,860,880,873,-28,901(96.0%),921(94.0%)
308,2017-06-28,양파 수입,하,1kg,667,860,821,-57,878(93.0%),896(91.0%)
309,2017-06-29,양파,특,1kg,1160,1667,1206,-58,"1,264(95.0%)","1,236(97.0%)"
310,2017-06-29,양파,상,1kg,1067,1160,1108,-33,"1,141(97.0%)","1,081(102.0%)"
311,2017-06-29,양파,보통,1kg,817,1067,991,24,967(102.0%),891(111.0%)
312,2017-06-29,양파,하,1kg,375,817,652,8,644(101.0%),595(109.0%)
313,2017-06-29,양파,특,20kg,23000,23200,23109,353,"22,756(101.0%)","21,423(107.0%)"
314,2017-06-29,양파,상,20kg,19000,23000,20823,71,"20,752(100.0%)","19,177(108.0%)"
315,2017-06-29,양파,보통,20kg,14500,19000,16288,-717,"17,005(95.0%)","16,142(100.0%)"
316,2017-06-29,양파,하,20kg,8000,14500,11502,-494,"11,996(95.0%)","11,686(98.0%)"
317,2017-06-29,양파 자주색,특,1kg,1050,1100,1098,9,"1,089(100.0%)","1,083(101.0%)"
318,2017-06-29,양파 자주색,상,1kg,913,1050,978,-18,996(98.0%),964(101.0%)
319,2017-06-29,양파 자주색,보통,1kg,777,913,874,27,847(103.0%),861(101.0%)
320,2017-06-29,양파 자주색,하,1kg,440,777,625,-123,748(83.0%),768(81.0%)
321,2017-06-29,양파 자주색,특,12kg,13000,13000,13000,0,"13,000(100.0%)","13,000(100.0%)"
322,2017-06-29,양파 자주색,상,12kg,12300,13000,12604,0,"12,604(100.0%)","12,604(100.0%)"
323,2017-06-29,양파 자주색,보통,12kg,9600,12300,11207,0,"11,207(100.0%)","11,207(100.0%)"
324,2017-06-29,양파 자주색,하,12kg,9000,9600,9486,0,"9,486(100.0%)","9,486(100.0%)"
325,2017-06-29,양파 자주색,특,20kg,21000,22000,21775,-19,"21,794(99.0%)","21,537(101.0%)"
326,2017-06-29,양파 자주색,상,20kg,18267,21000,19546,-387,"19,933(98.0%)","19,280(101.0%)"
327,2017-06-29,양파 자주색,보통,20kg,15533,18267,17460,546,"16,914(103.0%)","17,222(101.0%)"
328,2017-06-29,양파 자주색,하,20kg,8800,15533,12394,-2520,"14,914(83.0%)","15,345(80.0%)"
329,2017-06-29,양파 수입,상,1kg,840,873,853,-30,883(96.0%),925(92.0%)
330,2017-06-29,양파 수입,보통,1kg,807,840,817,-56,873(93.0%),905(90.0%)
331,2017-06-29,양파 수입,하,1kg,783,807,795,-26,821(96.0%),871(91.0%)
332,2017-06-30,양파,특,1kg,1165,1667,1197,-9,"1,206(99.0%)","1,245(96.0%)"
333,2017-06-30,양파,상,1kg,1025,1165,1089,-19,"1,108(98.0%)","1,101(98.0%)"
334,2017-06-30,양파,보통,1kg,750,1025,915,-76,991(92.0%),918(99.0%)
335,2017-06-30,양파,하,1kg,280,750,583,-69,652(89.0%),595(97.0%)
336,2017-06-30,양파,특,20kg,23600,25000,23833,724,"23,109(103.0%)","21,945(108.0%)"
337,2017-06-30,양파,상,20kg,19500,23600,21157,334,"20,823(101.0%)","19,721(107.0%)"
338,2017-06-30,양파,보통,20kg,15000,19500,17401,1113,"16,288(106.0%)","16,150(107.0%)"
339,2017-06-30,양파,하,20kg,7600,15000,10813,-689,"11,502(94.0%)","11,424(94.0%)"
340,2017-06-30,양파 자주색,특,1kg,983,1050,999,-99,"1,098(90.0%)","1,089(91.0%)"
341,2017-06-30,양파 자주색,상,1kg,835,983,918,-60,978(93.0%),974(94.0%)
342,2017-06-30,양파 자주색,보통,1kg,700,835,773,-101,874(88.0%),874(88.0%)
343,2017-06-30,양파 자주색,하,1kg,400,700,608,-17,625(97.0%),744(81.0%)
344,2017-06-30,양파 자주색,특,12kg,11700,11700,11700,-1300,"13,000(90.0%)","13,000(90.0%)"
345,2017-06-30,양파 자주색,상,12kg,8800,11700,11512,-1092,"12,604(91.0%)","12,604(91.0%)"
346,2017-06-30,양파 자주색,보통,12kg,7600,8800,8591,-2616,"11,207(76.0%)","11,207(76.0%)"
347,2017-06-30,양파 자주색,하,12kg,6200,7600,7552,-1934,"9,486(79.0%)","9,486(79.0%)"
348,2017-06-30,양파 자주색,특,20kg,19667,21000,19793,-1982,"21,775(90.0%)","21,694(91.0%)"
349,2017-06-30,양파 자주색,상,20kg,16700,19667,18303,-1243,"19,546(93.0%)","19,472(93.0%)"
350,2017-06-30,양파 자주색,보통,20kg,14000,16700,15434,-2026,"17,460(88.0%)","17,466(88.0%)"
351,2017-06-30,양파 자주색,하,20kg,8000,14000,12149,-245,"12,394(98.0%)","14,847(81.0%)"
352,2017-06-30,양파 수입,상,1kg,873,900,888,35,853(104.0%),907(97.0%)
353,2017-06-30,양파 수입,보통,1kg,847,873,858,41,817(105.0%),883(97.0%)
354,2017-06-30,양파 수입,하,1kg,707,847,796,1,795(100.0%),852(93.0%)
355,2017-07-01,양파,특,1kg,1243,1500,1277,80,"1,197(106.0%)","1,254(101.0%)"
356,2017-07-01,양파,상,1kg,1150,1243,1189,100,"1,089(109.0%)","1,112(106.0%)"
357,2017-07-01,양파,보통,1kg,840,1150,1011,96,915(110.0%),926(109.0%)
358,2017-07-01,양파,하,1kg,325,840,670,87,583(114.0%),595(112.0%)
359,2017-07-01,양파,특,20kg,24100,25500,24956,1123,"23,833(104.0%)","22,562(110.0%)"
360,2017-07-01,양파,상,20kg,23500,24100,23653,2496,"21,157(111.0%)","20,171(117.0%)"
361,2017-07-01,양파,보통,20kg,18800,23500,22425,5024,"17,401(128.0%)","16,358(137.0%)"
362,2017-07-01,양파,하,20kg,6500,18800,14256,3443,"10,813(131.0%)","11,357(125.0%)"
363,2017-07-01,양파 자주색,특,1kg,967,980,969,-30,999(96.0%),"1,067(90.0%)"
364,2017-07-01,양파 자주색,상,1kg,955,967,961,43,918(104.0%),961(100.0%)
365,2017-07-01,양파 자주색,보통,1kg,870,955,904,131,773(116.0%),851(106.0%)
366,2017-07-01,양파 자주색,하,1kg,870,870,870,262,608(143.0%),719(121.0%)
367,2017-07-01,양파 자주색,특,12kg,11700,11700,11700,0,"11,700(100.0%)","12,567(93.0%)"
368,2017-07-01,양파 자주색,상,12kg,8800,11700,11512,0,"11,512(100.0%)","12,240(94.0%)"
369,2017-07-01,양파 자주색,보통,12kg,7600,8800,8591,0,"8,591(100.0%)","10,335(83.0%)"
370,2017-07-01,양파 자주색,하,12kg,6200,7600,7552,0,"7,552(100.0%)","8,841(85.0%)"
371,2017-07-01,양파 자주색,특,20kg,19333,19600,19366,-427,"19,793(97.0%)","21,213(91.0%)"
372,2017-07-01,양파 자주색,상,20kg,19100,19333,19217,914,"18,303(104.0%)","19,192(100.0%)"
373,2017-07-01,양파 자주색,보통,20kg,17400,19100,18069,2635,"15,434(117.0%)","17,006(106.0%)"
374,2017-07-01,양파 자주색,하,20kg,17400,17400,17400,5251,"12,149(143.0%)","14,341(121.0%)"
375,2017-07-01,양파 수입,상,1kg,860,873,865,-23,888(97.0%),903(95.0%)
376,2017-07-01,양파 수입,보통,1kg,837,860,850,-8,858(99.0%),878(96.0%)
377,2017-07-01,양파 수입,하,1kg,773,837,814,18,796(102.0%),841(96.0%)
378,2017-07-03,양파,특,1kg,1220,1667,1256,-21,"1,277(98.0%)","1,267(99.0%)"
379,2017-07-03,양파,상,1kg,1150,1220,1184,-5,"1,189(99.0%)","1,133(104.0%)"
380,2017-07-03,양파,보통,1kg,875,1150,1016,5,"1,011(100.0%)",955(106.0%)
381,2017-07-03,양파,하,1kg,350,875,752,82,670(112.0%),619(121.0%)
382,2017-07-03,양파,특,20kg,24600,25100,24985,29,"24,956(100.0%)","23,218(107.0%)"
383,2017-07-03,양파,상,20kg,23000,24600,23748,95,"23,653(100.0%)","20,958(113.0%)"
384,2017-07-03,양파,보통,20kg,18000,23000,19823,-2602,"22,425(88.0%)","17,435(113.0%)"
385,2017-07-03,양파,하,20kg,5500,18000,13851,-405,"14,256(97.0%)","11,906(116.0%)"
386,2017-07-03,양파 자주색,특,1kg,1033,1042,1036,67,969(106.0%),"1,045(99.0%)"
387,2017-07-03,양파 자주색,상,1kg,913,1033,991,30,961(103.0%),958(103.0%)
388,2017-07-03,양파 자주색,보통,1kg,800,913,892,-12,904(98.0%),848(105.0%)
389,2017-07-03,양파 자주색,하,1kg,400,800,695,-175,870(79.0%),719(96.0%)
390,2017-07-03,양파 자주색,특,12kg,11700,11700,11700,0,"11,700(100.0%)","12,350(94.0%)"
391,2017-07-03,양파 자주색,상,12kg,8800,11700,11512,0,"11,512(100.0%)","12,058(95.0%)"
392,2017-07-03,양파 자주색,보통,12kg,7600,8800,8591,0,"8,591(100.0%)","9,899(86.0%)"
393,2017-07-03,양파 자주색,하,12kg,6200,7600,7552,0,"7,552(100.0%)","8,519(88.0%)"
394,2017-07-03,양파 자주색,특,20kg,20667,20833,20726,1360,"19,366(107.0%)","20,848(99.0%)"
395,2017-07-03,양파 자주색,상,20kg,18267,20667,19872,655,"19,217(103.0%)","19,139(103.0%)"
396,2017-07-03,양파 자주색,보통,20kg,16000,18267,17834,-235,"18,069(98.0%)","16,951(105.0%)"
397,2017-07-03,양파 자주색,하,20kg,8000,16000,13809,-3591,"17,400(79.0%)","14,337(96.0%)"
398,2017-07-03,양파 수입,상,1kg,853,880,869,4,865(100.0%),897(96.0%)
399,2017-07-03,양파 수입,보통,1kg,840,853,848,-2,850(99.0%),873(97.0%)
400,2017-07-03,양파 수입,하,1kg,827,840,831,17,814(102.0%),836(99.0%)
401,2017-07-04,양파,특,1kg,1213,1667,1246,-10,"1,256(99.0%)","1,256(99.0%)"
402,2017-07-04,양파,상,1kg,1125,1213,1169,-15,"1,184(98.0%)","1,141(102.0%)"
403,2017-07-04,양파,보통,1kg,895,1125,1023,7,"1,016(100.0%)",969(105.0%)
404,2017-07-04,양파,하,1kg,400,895,726,-26,752(96.0%),649(111.0%)
405,2017-07-04,양파,특,20kg,24500,24800,24623,-362,"24,985(98.0%)","23,717(103.0%)"
406,2017-07-04,양파,상,20kg,22300,24500,23011,-737,"23,748(96.0%)","21,754(105.0%)"
407,2017-07-04,양파,보통,20kg,17800,22300,19794,-29,"19,823(99.0%)","18,114(109.0%)"
408,2017-07-04,양파,하,20kg,6000,17800,14728,877,"13,851(106.0%)","12,430(118.0%)"
409,2017-07-04,양파 자주색,특,1kg,980,1100,1011,-25,"1,036(97.0%)","1,039(97.0%)"
410,2017-07-04,양파 자주색,상,1kg,915,980,948,-43,991(95.0%),968(97.0%)
411,2017-07-04,양파 자주색,보통,1kg,558,915,861,-31,892(96.0%),858(100.0%)
412,2017-07-04,양파 자주색,하,1kg,558,558,558,-137,695(80.0%),716(77.0%)
413,2017-07-04,양파 자주색,특,12kg,11700,11700,11700,0,"11,700(100.0%)","12,220(95.0%)"
414,2017-07-04,양파 자주색,상,12kg,8800,11700,11512,0,"11,512(100.0%)","11,949(96.0%)"
415,2017-07-04,양파 자주색,보통,12kg,7600,8800,8591,0,"8,591(100.0%)","9,637(89.0%)"
416,2017-07-04,양파 자주색,하,12kg,6200,7600,7552,0,"7,552(100.0%)","8,326(90.0%)"
417,2017-07-04,양파 자주색,특,20kg,19600,22000,20267,-459,"20,726(97.0%)","20,709(97.0%)"
418,2017-07-04,양파 자주색,상,20kg,18300,19600,18328,-1544,"19,872(92.0%)","19,363(94.0%)"
419,2017-07-04,양파 자주색,보통,20kg,11167,18300,17275,-559,"17,834(96.0%)","17,143(100.0%)"
420,2017-07-04,양파 자주색,하,20kg,11167,11167,11167,-2642,"13,809(80.0%)","14,280(78.0%)"
421,2017-07-04,양파 수입,상,1kg,867,887,880,11,869(101.0%),881(99.0%)
422,2017-07-04,양파 수입,보통,1kg,840,867,847,-1,848(99.0%),858(98.0%)
423,2017-07-04,양파 수입,하,1kg,687,840,787,-44,831(94.0%),823(95.0%)
424,2017-07-05,양파,특,1kg,1195,1500,1210,-36,"1,246(97.0%)","1,241(97.0%)"
425,2017-07-05,양파,상,1kg,1113,1195,1149,-20,"1,169(98.0%)","1,147(100.0%)"
426,2017-07-05,양파,보통,1kg,925,1113,1009,-14,"1,023(98.0%)",987(102.0%)
427,2017-07-05,양파,하,1kg,400,925,751,25,726(103.0%),671(111.0%)
428,2017-07-05,양파,특,20kg,24000,24300,24179,-444,"24,623(98.0%)","24,044(100.0%)"
429,2017-07-05,양파,상,20kg,22600,24000,23355,344,"23,011(101.0%)","22,191(105.0%)"
430,2017-07-05,양파,보통,20kg,19500,22600,20596,802,"19,794(104.0%)","18,789(109.0%)"
431,2017-07-05,양파,하,20kg,6000,19500,14806,78,"14,728(100.0%)","12,858(115.0%)"
432,2017-07-05,양파 자주색,특,1kg,1042,1067,1046,35,"1,011(103.0%)","1,034(101.0%)"
433,2017-07-05,양파 자주색,상,1kg,975,1042,1013,65,948(106.0%),965(104.0%)
434,2017-07-05,양파 자주색,보통,1kg,913,975,954,93,861(110.0%),859(111.0%)
435,2017-07-05,양파 자주색,하,1kg,542,913,640,82,558(114.0%),684(93.0%)
436,2017-07-05,양파 자주색,특,12kg,12500,12600,12508,808,"11,700(106.0%)","12,133(103.0%)"
437,2017-07-05,양파 자주색,상,12kg,11500,12500,12052,540,"11,512(104.0%)","11,876(101.0%)"
438,2017-07-05,양파 자주색,보통,12kg,6500,11500,10581,1990,"8,591(123.0%)","9,463(111.0%)"
439,2017-07-05,양파 자주색,하,12kg,6500,6500,6500,-1052,"7,552(86.0%)","8,197(79.0%)"
440,2017-07-05,양파 자주색,특,20kg,20833,21333,20541,274,"20,267(101.0%)","20,620(99.0%)"
441,2017-07-05,양파 자주색,상,20kg,19500,20833,20197,1869,"18,328(110.0%)","19,200(105.0%)"
442,2017-07-05,양파 자주색,보통,20kg,18267,19500,19093,1818,"17,275(110.0%)","17,164(111.0%)"
443,2017-07-05,양파 자주색,하,20kg,10833,18267,12836,1669,"11,167(114.0%)","13,639(94.0%)"
444,2017-07-05,양파 수입,상,1kg,827,853,839,-41,880(95.0%),873(96.0%)
445,2017-07-05,양파 수입,보통,1kg,807,827,817,-30,847(96.0%),849(96.0%)
446,2017-07-05,양파 수입,하,1kg,780,807,794,7,787(100.0%),807(98.0%)
447,2017-07-06,양파,특,1kg,1133,1667,1175,-35,"1,210(97.0%)","1,232(95.0%)"
448,2017-07-06,양파,상,1kg,1033,1133,1087,-62,"1,149(94.0%)","1,148(94.0%)"
449,2017-07-06,양파,보통,1kg,835,1033,932,-77,"1,009(92.0%)",994(93.0%)
450,2017-07-06,양파,하,1kg,350,835,713,-38,751(94.0%),689(103.0%)
451,2017-07-06,양파,특,20kg,22700,24300,23284,-895,"24,179(96.0%)","24,281(95.0%)"
452,2017-07-06,양파,상,20kg,19400,22700,21319,-2036,"23,355(91.0%)","22,625(94.0%)"
453,2017-07-06,양파,보통,20kg,16900,19400,18002,-2594,"20,596(87.0%)","19,388(92.0%)"
454,2017-07-06,양파,하,20kg,7000,16900,14427,-379,"14,806(97.0%)","13,326(108.0%)"
455,2017-07-06,양파 자주색,특,1kg,1020,1040,1037,-9,"1,046(99.0%)","1,027(100.0%)"
456,2017-07-06,양파 자주색,상,1kg,910,1020,957,-56,"1,013(94.0%)",968(98.0%)
457,2017-07-06,양파 자주색,보통,1kg,885,910,895,-59,954(93.0%),876(102.0%)
458,2017-07-06,양파 자주색,하,1kg,500,885,849,209,640(132.0%),666(127.0%)
459,2017-07-06,양파 자주색,특,20kg,20400,20800,20648,107,"20,541(100.0%)","20,411(101.0%)"
460,2017-07-06,양파 자주색,상,20kg,18200,20400,19115,-1082,"20,197(94.0%)","19,244(99.0%)"
461,2017-07-06,양파 자주색,보통,20kg,17700,18200,17882,-1211,"19,093(93.0%)","17,528(102.0%)"
462,2017-07-06,양파 자주색,하,20kg,10000,17700,16937,4101,"12,836(131.0%)","13,293(127.0%)"
463,2017-07-06,양파 수입,상,1kg,713,800,771,-68,839(91.0%),866(89.0%)
464,2017-07-06,양파 수입,보통,1kg,667,713,683,-134,817(83.0%),840(81.0%)
465,2017-07-06,양파 수입,하,1kg,633,667,654,-140,794(82.0%),803(81.0%)
466,2017-07-07,양파,특,1kg,1175,1667,1248,73,"1,175(106.0%)","1,227(101.0%)"
467,2017-07-07,양파,상,1kg,1047,1175,1120,33,"1,087(103.0%)","1,145(97.0%)"
468,2017-07-07,양파,보통,1kg,850,1047,953,21,932(102.0%),984(96.0%)
469,2017-07-07,양파,하,1kg,200,850,696,-17,713(97.0%),699(99.0%)
470,2017-07-07,양파,특,20kg,23000,23800,23241,-43,"23,284(99.0%)","24,310(95.0%)"
471,2017-07-07,양파,상,20kg,19400,23000,21500,181,"21,319(100.0%)","22,707(94.0%)"
472,2017-07-07,양파,보통,20kg,17000,19400,18655,653,"18,002(103.0%)","19,674(94.0%)"
473,2017-07-07,양파,하,20kg,2000,17000,13354,-1073,"14,427(92.0%)","13,814(96.0%)"
474,2017-07-07,양파 자주색,특,1kg,1020,1040,1037,0,"1,037(100.0%)","1,016(102.0%)"
475,2017-07-07,양파 자주색,상,1kg,910,1020,957,0,957(100.0%),965(99.0%)
476,2017-07-07,양파 자주색,보통,1kg,885,910,895,0,895(100.0%),880(101.0%)
477,2017-07-07,양파 자주색,하,1kg,500,885,849,0,849(100.0%),703(120.0%)
478,2017-07-07,양파 자주색,특,20kg,20400,20800,20648,0,"20,648(100.0%)","20,224(102.0%)"
479,2017-07-07,양파 자주색,상,20kg,18200,20400,19115,0,"19,115(100.0%)","19,172(99.0%)"
480,2017-07-07,양파 자주색,보통,20kg,17700,18200,17882,0,"17,882(100.0%)","17,598(101.0%)"
481,2017-07-07,양파 자주색,하,20kg,10000,17700,16937,0,"16,937(100.0%)","14,050(120.0%)"
482,2017-07-07,양파 수입,상,1kg,720,800,757,-14,771(98.0%),852(88.0%)
483,2017-07-07,양파 수입,보통,1kg,680,720,697,14,683(102.0%),817(85.0%)
484,2017-07-07,양파 수입,하,1kg,660,680,671,17,654(102.0%),779(86.0%)
485,2017-07-08,양파,특,1kg,1167,1667,1216,-32,"1,248(97.0%)","1,235(98.0%)"
486,2017-07-08,양파,상,1kg,1053,1167,1117,-3,"1,120(99.0%)","1,150(97.0%)"
487,2017-07-08,양파,보통,1kg,883,1053,969,16,953(101.0%),991(97.0%)
488,2017-07-08,양파,하,1kg,200,883,716,20,696(102.0%),718(99.0%)
489,2017-07-08,양파,특,20kg,22800,23850,23310,69,"23,241(100.0%)","24,211(96.0%)"
490,2017-07-08,양파,상,20kg,19600,22800,20881,-619,"21,500(97.0%)","22,764(91.0%)"
491,2017-07-08,양파,보통,20kg,16300,19600,18845,190,"18,655(101.0%)","19,883(94.0%)"
492,2017-07-08,양파,하,20kg,3000,16300,14010,656,"13,354(104.0%)","14,237(98.0%)"
493,2017-07-08,양파 자주색,특,1kg,1030,1030,1030,-7,"1,037(99.0%)","1,023(100.0%)"
494,2017-07-08,양파 자주색,상,1kg,983,1030,1022,65,957(106.0%),971(105.0%)
495,2017-07-08,양파 자주색,보통,1kg,775,983,879,-16,895(98.0%),900(97.0%)
496,2017-07-08,양파 자주색,하,1kg,747,775,758,-91,849(89.0%),744(101.0%)
497,2017-07-08,양파 자주색,특,20kg,20600,20600,20600,-48,"20,648(99.0%)","20,366(101.0%)"
498,2017-07-08,양파 자주색,상,20kg,19667,20600,20446,1331,"19,115(106.0%)","19,307(105.0%)"
499,2017-07-08,양파 자주색,보통,20kg,15500,19667,17584,-298,"17,882(98.0%)","18,006(97.0%)"
500,2017-07-08,양파 자주색,하,20kg,14933,15500,15148,-1789,"16,937(89.0%)","14,848(102.0%)"
501,2017-07-08,양파 수입,상,1kg,707,767,726,-31,757(95.0%),830(87.0%)
502,2017-07-08,양파 수입,보통,1kg,687,707,700,3,697(100.0%),790(88.0%)
503,2017-07-08,양파 수입,하,1kg,640,687,666,-5,671(99.0%),759(87.0%)
504,2017-07-10,양파,특,1kg,1260,1667,1318,102,"1,216(108.0%)","1,225(107.0%)"
505,2017-07-10,양파,상,1kg,1083,1260,1172,55,"1,117(104.0%)","1,138(102.0%)"
506,2017-07-10,양파,보통,1kg,950,1083,1016,47,969(104.0%),984(103.0%)
507,2017-07-10,양파,하,1kg,292,950,844,128,716(117.0%),726(116.0%)
508,2017-07-10,양파,특,20kg,22800,24000,23380,70,"23,310(100.0%)","23,937(97.0%)"
509,2017-07-10,양파,상,20kg,20000,22800,20797,-84,"20,881(99.0%)","22,302(93.0%)"
510,2017-07-10,양파,보통,20kg,19000,20000,19571,726,"18,845(103.0%)","19,286(101.0%)"
511,2017-07-10,양파,하,20kg,9300,19000,18389,4379,"14,010(131.0%)","14,196(129.0%)"
512,2017-07-10,양파 자주색,특,1kg,1080,1080,1080,50,"1,030(104.0%)","1,033(104.0%)"
513,2017-07-10,양파 자주색,상,1kg,1008,1080,1018,-4,"1,022(99.0%)",981(103.0%)
514,2017-07-10,양파 자주색,보통,1kg,960,1008,977,98,879(111.0%),896(109.0%)
515,2017-07-10,양파 자주색,하,1kg,690,960,892,134,758(117.0%),725(123.0%)
516,2017-07-10,양파 자주색,특,20kg,21600,21600,21600,1000,"20,600(104.0%)","20,572(104.0%)"
517,2017-07-10,양파 자주색,상,20kg,20167,21600,20372,-74,"20,446(99.0%)","19,512(104.0%)"
518,2017-07-10,양파 자주색,보통,20kg,19200,20167,19575,1991,"17,584(111.0%)","17,925(109.0%)"
519,2017-07-10,양파 자주색,하,20kg,13800,19200,17848,2700,"15,148(117.0%)","14,472(123.0%)"
520,2017-07-10,양파 수입,상,1kg,833,867,851,125,726(117.0%),807(105.0%)
521,2017-07-10,양파 수입,보통,1kg,813,833,819,119,700(117.0%),765(107.0%)
522,2017-07-10,양파 수입,하,1kg,797,813,804,138,666(120.0%),734(109.0%)
523,2017-07-11,양파,특,1kg,1260,1667,1315,-3,"1,318(99.0%)","1,236(106.0%)"
524,2017-07-11,양파,상,1kg,1150,1260,1219,47,"1,172(104.0%)","1,136(107.0%)"
525,2017-07-11,양파,보통,1kg,942,1150,1053,37,"1,016(103.0%)",984(107.0%)
