,날짜,품목,품질,거래단위,최저가,최고가,평균가,전일평균대비등락,전7일평균대비등락,전년동월동일평균대비등락
7239,2018-06-21,양파 자주색,특,1kg,875,875,875,42,833(105.0%),897(97.0%)
7240,2018-06-21,양파 자주색,상,1kg,800,875,852,46,806(105.0%),834(102.0%)
7241,2018-06-21,양파 자주색,보통,1kg,330,800,689,-44,733(93.0%),756(91.0%)
7242,2018-06-21,양파 자주색,하,1kg,200,330,289,-256,545(53.0%),639(45.0%)
7243,2018-06-21,양파 자주색,특,12kg,10000,10000,10000,0,"10,000(100.0%)","10,755(92.0%)"
7244,2018-06-21,양파 자주색,상,12kg,9300,10000,9888,0,"9,888(100.0%)","10,380(95.0%)"
7245,2018-06-21,양파 자주색,보통,12kg,9000,9300,9150,0,"9,150(100.0%)","9,261(98.0%)"
7246,2018-06-21,양파 자주색,하,12kg,6500,9000,8557,0,"8,557(100.0%)","7,615(112.0%)"
7247,2018-06-21,양파 자주색,특,20kg,17500,17500,17500,833,"16,667(104.0%)","17,929(97.0%)"
7248,2018-06-21,양파 자주색,상,20kg,16000,17500,17075,975,"16,100(106.0%)","16,645(102.0%)"
7249,2018-06-21,양파 자주색,보통,20kg,6600,16000,13728,-880,"14,608(93.0%)","15,064(91.0%)"
7250,2018-06-21,양파 자주색,하,20kg,4000,6600,5768,-5164,"10,932(52.0%)","12,204(47.0%)"
7251,2018-06-21,양파 수입,특,1kg,680,680,680,0,680(100.0%),926(73.0%)
7252,2018-06-21,양파 수입,상,1kg,667,680,670,0,670(100.0%),765(87.0%)
7253,2018-06-21,양파 수입,보통,1kg,653,667,662,0,662(100.0%),712(92.0%)
7254,2018-06-21,양파 수입,하,1kg,647,653,649,0,649(100.0%),705(92.0%)
7255,2018-06-22,양파,특,1kg,867,1400,954,74,880(108.0%),990(96.0%)
7256,2018-06-22,양파,상,1kg,613,867,687,2,685(100.0%),747(91.0%)
7257,2018-06-22,양파,보통,1kg,333,613,478,0,478(100.0%),549(87.0%)
7258,2018-06-22,양파,하,1kg,100,333,263,0,263(100.0%),298(88.0%)
7259,2018-06-22,양파,특,12kg,11000,11800,11334,557,"10,777(105.0%)","12,568(90.0%)"
7260,2018-06-22,양파,상,12kg,5600,11000,6523,-291,"6,814(95.0%)","7,981(81.0%)"
7261,2018-06-22,양파,보통,12kg,3500,5600,4454,-149,"4,603(96.0%)","5,648(78.0%)"
7262,2018-06-22,양파,하,12kg,1950,3500,2890,9,"2,881(100.0%)","3,376(85.0%)"
7263,2018-06-22,양파,특,20kg,13000,13800,13248,-935,"14,183(93.0%)","14,982(88.0%)"
7264,2018-06-22,양파,상,20kg,10800,13000,11727,-1297,"13,024(90.0%)","12,989(90.0%)"
7265,2018-06-22,양파,보통,20kg,7000,10800,9737,-135,"9,872(98.0%)","10,174(95.0%)"
7266,2018-06-22,양파,하,20kg,2000,7000,4869,-695,"5,564(87.0%)","5,619(86.0%)"
7267,2018-06-22,양파 자주색,특,1kg,983,1000,988,113,875(112.0%),890(111.0%)
7268,2018-06-22,양파 자주색,상,1kg,933,983,947,95,852(111.0%),838(113.0%)
7269,2018-06-22,양파 자주색,보통,1kg,758,933,859,170,689(124.0%),742(115.0%)
7270,2018-06-22,양파 자주색,하,1kg,450,758,604,315,289(208.0%),567(106.0%)
7271,2018-06-22,양파 자주색,특,12kg,11800,12000,11947,1947,"10,000(119.0%)","10,589(112.0%)"
7272,2018-06-22,양파 자주색,상,12kg,11200,11800,11457,1569,"9,888(115.0%)","10,205(112.0%)"
7273,2018-06-22,양파 자주색,보통,12kg,9100,11200,10438,1288,"9,150(114.0%)","9,094(114.0%)"
7274,2018-06-22,양파 자주색,하,12kg,8500,9100,8922,365,"8,557(104.0%)","7,490(119.0%)"
7275,2018-06-22,양파 자주색,특,20kg,19667,20000,20011,2511,"17,500(114.0%)","17,791(112.0%)"
7276,2018-06-22,양파 자주색,상,20kg,18667,19667,18984,1909,"17,075(111.0%)","16,731(113.0%)"
7277,2018-06-22,양파 자주색,보통,20kg,15167,18667,17201,3473,"13,728(125.0%)","14,779(116.0%)"
7278,2018-06-22,양파 자주색,하,20kg,9000,15167,12121,6353,"5,768(210.0%)","10,767(112.0%)"
7279,2018-06-22,양파 수입,특,1kg,680,680,680,0,680(100.0%),856(79.0%)
7280,2018-06-22,양파 수입,상,1kg,667,680,670,0,670(100.0%),745(89.0%)
7281,2018-06-22,양파 수입,보통,1kg,653,667,662,0,662(100.0%),707(93.0%)
7282,2018-06-22,양파 수입,하,1kg,647,653,649,0,649(100.0%),699(92.0%)
7283,2018-06-23,양파,특,1kg,813,1400,878,-76,954(92.0%),967(90.0%)
7284,2018-06-23,양파,상,1kg,578,813,673,-14,687(97.0%),726(92.0%)
7285,2018-06-23,양파,보통,1kg,350,578,471,-7,478(98.0%),528(89.0%)
7286,2018-06-23,양파,하,1kg,120,350,269,6,263(102.0%),288(93.0%)
7287,2018-06-23,양파,특,12kg,10100,11400,10724,-610,"11,334(94.0%)","12,225(87.0%)"
7288,2018-06-23,양파,상,12kg,6050,10100,7951,1428,"6,523(121.0%)","7,499(106.0%)"
7289,2018-06-23,양파,보통,12kg,3900,6050,5104,650,"4,454(114.0%)","5,331(95.0%)"
7290,2018-06-23,양파,하,12kg,2200,3900,3054,164,"2,890(105.0%)","3,291(92.0%)"
7291,2018-06-23,양파,특,20kg,11800,13000,12303,-945,"13,248(92.0%)","14,412(85.0%)"
7292,2018-06-23,양파,상,20kg,9900,11700,10937,-790,"11,727(93.0%)","12,640(86.0%)"
7293,2018-06-23,양파,보통,20kg,7000,9900,7982,-1755,"9,737(81.0%)","10,105(78.0%)"
7294,2018-06-23,양파,하,20kg,3200,7000,5756,887,"4,869(118.0%)","5,494(104.0%)"
7295,2018-06-23,양파 자주색,특,1kg,975,1008,997,9,988(100.0%),895(111.0%)
7296,2018-06-23,양파 자주색,상,1kg,850,975,926,-21,947(97.0%),853(108.0%)
7297,2018-06-23,양파 자주색,보통,1kg,590,850,691,-168,859(80.0%),757(91.0%)
7298,2018-06-23,양파 자주색,하,1kg,250,590,420,-184,604(69.0%),557(75.0%)
7299,2018-06-23,양파 자주색,특,12kg,11700,11700,11700,-247,"11,947(97.0%)","10,652(109.0%)"
7300,2018-06-23,양파 자주색,상,12kg,11000,11700,11435,-22,"11,457(99.0%)","10,323(110.0%)"
7301,2018-06-23,양파 자주색,보통,12kg,10200,11000,10634,196,"10,438(101.0%)","9,240(115.0%)"
7302,2018-06-23,양파 자주색,하,12kg,9300,10200,9703,781,"8,922(108.0%)","7,777(124.0%)"
7303,2018-06-23,양파 자주색,특,20kg,19500,20167,19942,-69,"20,011(99.0%)","17,945(111.0%)"
7304,2018-06-23,양파 자주색,상,20kg,17000,19500,18543,-441,"18,984(97.0%)","17,074(108.0%)"
7305,2018-06-23,양파 자주색,보통,20kg,11800,17000,13805,-3396,"17,201(80.0%)","15,139(91.0%)"
7306,2018-06-23,양파 자주색,하,20kg,5000,11800,8407,-3714,"12,121(69.0%)","11,132(75.0%)"
7307,2018-06-23,양파 수입,특,1kg,780,780,780,100,680(114.0%),786(99.0%)
7308,2018-06-23,양파 수입,상,1kg,743,780,770,100,670(114.0%),726(106.0%)
7309,2018-06-23,양파 수입,보통,1kg,713,743,729,67,662(110.0%),703(103.0%)
7310,2018-06-23,양파 수입,하,1kg,707,713,708,59,649(109.0%),693(102.0%)
7311,2018-06-25,양파,특,1kg,775,940,825,-53,878(93.0%),934(88.0%)
7312,2018-06-25,양파,상,1kg,577,775,666,-7,673(98.0%),702(94.0%)
7313,2018-06-25,양파,보통,1kg,340,577,455,-16,471(96.0%),502(90.0%)
7314,2018-06-25,양파,하,1kg,100,340,259,-10,269(96.0%),276(93.0%)
7315,2018-06-25,양파,특,12kg,9300,10500,9816,-908,"10,724(91.0%)","11,705(83.0%)"
7316,2018-06-25,양파,상,12kg,5800,9300,7061,-890,"7,951(88.0%)","7,352(96.0%)"
7317,2018-06-25,양파,보통,12kg,3400,5800,4694,-410,"5,104(91.0%)","5,143(91.0%)"
7318,2018-06-25,양파,하,12kg,1700,3400,2956,-98,"3,054(96.0%)","3,177(93.0%)"
7319,2018-06-25,양파,특,20kg,13100,14600,14020,1717,"12,303(113.0%)","13,825(101.0%)"
7320,2018-06-25,양파,상,20kg,8000,13100,9519,-1418,"10,937(87.0%)","12,164(78.0%)"
7321,2018-06-25,양파,보통,20kg,4800,8000,6957,-1025,"7,982(87.0%)","9,383(74.0%)"
7322,2018-06-25,양파,하,20kg,2500,4800,3891,-1865,"5,756(67.0%)","5,376(72.0%)"
7323,2018-06-25,양파 자주색,특,1kg,1000,1000,1000,3,997(100.0%),902(110.0%)
7324,2018-06-25,양파 자주색,상,1kg,958,1000,969,43,926(104.0%),853(113.0%)
7325,2018-06-25,양파 자주색,보통,1kg,792,958,889,198,691(128.0%),735(120.0%)
7326,2018-06-25,양파 자주색,하,1kg,467,792,714,294,420(170.0%),499(143.0%)
7327,2018-06-25,양파 자주색,특,12kg,12000,12000,12000,300,"11,700(102.0%)","10,675(112.0%)"
7328,2018-06-25,양파 자주색,상,12kg,11500,12000,11732,297,"11,435(102.0%)","10,439(112.0%)"
7329,2018-06-25,양파 자주색,보통,12kg,10600,11500,11147,513,"10,634(104.0%)","9,419(118.0%)"
7330,2018-06-25,양파 자주색,하,12kg,8500,10600,9390,-313,"9,703(96.0%)","8,194(114.0%)"
7331,2018-06-25,양파 자주색,특,20kg,20000,20000,20000,58,"19,942(100.0%)","18,075(110.0%)"
7332,2018-06-25,양파 자주색,상,20kg,19167,20000,19420,877,"18,543(104.0%)","17,082(113.0%)"
7333,2018-06-25,양파 자주색,보통,20kg,15833,19167,17762,3957,"13,805(128.0%)","14,690(120.0%)"
7334,2018-06-25,양파 자주색,하,20kg,9333,15833,14277,5870,"8,407(169.0%)","9,984(142.0%)"
7335,2018-06-25,양파 수입,특,1kg,653,653,653,-127,780(83.0%),732(89.0%)
7336,2018-06-25,양파 수입,상,1kg,647,653,650,-120,770(84.0%),723(89.0%)
7337,2018-06-25,양파 수입,보통,1kg,640,647,645,-84,729(88.0%),709(90.0%)
7338,2018-06-25,양파 수입,하,1kg,640,640,640,-68,708(90.0%),696(91.0%)
7339,2018-06-26,양파,특,1kg,753,1150,797,-28,825(96.0%),904(88.0%)
7340,2018-06-26,양파,상,1kg,608,753,671,5,666(100.0%),684(98.0%)
7341,2018-06-26,양파,보통,1kg,367,608,502,47,455(110.0%),480(104.0%)
7342,2018-06-26,양파,하,1kg,107,367,295,36,259(113.0%),265(111.0%)
7343,2018-06-26,양파,특,12kg,8800,10200,9377,-439,"9,816(95.0%)","11,172(83.0%)"
7344,2018-06-26,양파,상,12kg,6450,8800,7293,232,"7,061(103.0%)","7,106(102.0%)"
7345,2018-06-26,양파,보통,12kg,4200,6450,5461,767,"4,694(116.0%)","4,865(112.0%)"
7346,2018-06-26,양파,하,12kg,2800,4200,3446,490,"2,956(116.0%)","3,024(113.0%)"
7347,2018-06-26,양파,특,20kg,13600,15500,14204,184,"14,020(101.0%)","13,699(103.0%)"
7348,2018-06-26,양파,상,20kg,11200,13600,12745,3226,"9,519(133.0%)","11,555(110.0%)"
7349,2018-06-26,양파,보통,20kg,6300,11200,8343,1386,"6,957(119.0%)","8,767(95.0%)"
7350,2018-06-26,양파,하,20kg,3300,6300,5170,1279,"3,891(132.0%)","4,920(105.0%)"
7351,2018-06-26,양파 자주색,특,1kg,1053,1150,1058,58,"1,000(105.0%)",917(115.0%)
7352,2018-06-26,양파 자주색,상,1kg,1000,1053,1016,47,969(104.0%),880(115.0%)
7353,2018-06-26,양파 자주색,보통,1kg,775,1000,819,-70,889(92.0%),760(107.0%)
7354,2018-06-26,양파 자주색,하,1kg,433,775,569,-145,714(79.0%),516(110.0%)
7355,2018-06-26,양파 자주색,특,12kg,12000,12000,12000,0,"12,000(100.0%)","10,891(110.0%)"
7356,2018-06-26,양파 자주색,상,12kg,11500,12000,11732,0,"11,732(100.0%)","10,657(110.0%)"
7357,2018-06-26,양파 자주색,보통,12kg,10600,11500,11147,0,"11,147(100.0%)","9,662(115.0%)"
7358,2018-06-26,양파 자주색,하,12kg,8500,10600,9390,0,"9,390(100.0%)","8,298(113.0%)"
7359,2018-06-26,양파 자주색,특,20kg,21067,23000,20794,794,"20,000(103.0%)","18,381(113.0%)"
7360,2018-06-26,양파 자주색,상,20kg,20000,21067,20270,850,"19,420(104.0%)","17,622(115.0%)"
7361,2018-06-26,양파 자주색,보통,20kg,15500,20000,16306,-1456,"17,762(91.0%)","15,184(107.0%)"
7362,2018-06-26,양파 자주색,하,20kg,8667,15500,11346,-2931,"14,277(79.0%)","10,324(109.0%)"
7363,2018-06-26,양파 수입,특,1kg,653,653,653,0,653(100.0%),692(94.0%)
7364,2018-06-26,양파 수입,상,1kg,647,653,650,0,650(100.0%),683(95.0%)
7365,2018-06-26,양파 수입,보통,1kg,640,647,645,0,645(100.0%),670(96.0%)
7366,2018-06-26,양파 수입,하,1kg,640,640,640,0,640(100.0%),657(97.0%)
7367,2018-06-27,양파,특,1kg,753,1033,797,0,797(100.0%),876(90.0%)
7368,2018-06-27,양파,상,1kg,600,753,682,11,671(101.0%),677(100.0%)
7369,2018-06-27,양파,보통,1kg,333,600,476,-26,502(94.0%),477(99.0%)
7370,2018-06-27,양파,하,1kg,85,333,247,-48,295(83.0%),266(92.0%)
7371,2018-06-27,양파,특,12kg,8650,8800,8744,-633,"9,377(93.0%)","10,619(82.0%)"
7372,2018-06-27,양파,상,12kg,6100,8650,6926,-367,"7,293(94.0%)","7,128(97.0%)"
7373,2018-06-27,양파,보통,12kg,3800,6100,4903,-558,"5,461(89.0%)","4,887(100.0%)"
7374,2018-06-27,양파,하,12kg,2400,3800,3266,-180,"3,446(94.0%)","3,049(107.0%)"
7375,2018-06-27,양파,특,20kg,13600,14000,13803,-401,"14,204(97.0%)","13,730(100.0%)"
7376,2018-06-27,양파,상,20kg,10100,13600,13023,278,"12,745(102.0%)","11,568(112.0%)"
7377,2018-06-27,양파,보통,20kg,2700,10100,5869,-2474,"8,343(70.0%)","8,481(69.0%)"
7378,2018-06-27,양파,하,20kg,1700,2700,2253,-2917,"5,170(43.0%)","4,849(46.0%)"
7379,2018-06-27,양파 자주색,특,1kg,1073,1083,1074,16,"1,058(101.0%)",959(111.0%)
7380,2018-06-27,양파 자주색,상,1kg,933,1073,1008,-8,"1,016(99.0%)",919(109.0%)
7381,2018-06-27,양파 자주색,보통,1kg,655,933,809,-10,819(98.0%),780(103.0%)
7382,2018-06-27,양파 자주색,하,1kg,300,655,525,-44,569(92.0%),524(100.0%)
7383,2018-06-27,양파 자주색,특,12kg,12400,13000,12612,612,"12,000(105.0%)","11,275(111.0%)"
7384,2018-06-27,양파 자주색,상,12kg,12000,12400,12218,486,"11,732(104.0%)","11,022(110.0%)"
7385,2018-06-27,양파 자주색,보통,12kg,10800,12000,11234,87,"11,147(100.0%)","10,278(109.0%)"
7386,2018-06-27,양파 자주색,하,12kg,7000,10800,9907,517,"9,390(105.0%)","9,087(109.0%)"
7387,2018-06-27,양파 자주색,특,20kg,21467,21667,21643,849,"20,794(104.0%)","19,152(113.0%)"
7388,2018-06-27,양파 자주색,상,20kg,18667,21333,20214,-56,"20,270(99.0%)","18,399(109.0%)"
7389,2018-06-27,양파 자주색,보통,20kg,13100,18667,16174,-132,"16,306(99.0%)","15,568(103.0%)"
7390,2018-06-27,양파 자주색,하,20kg,6000,13100,10506,-840,"11,346(92.0%)","10,475(100.0%)"
7391,2018-06-27,양파 수입,특,1kg,653,653,653,0,653(100.0%),688(94.0%)
7392,2018-06-27,양파 수입,상,1kg,647,653,650,0,650(100.0%),680(95.0%)
7393,2018-06-27,양파 수입,보통,1kg,640,647,645,0,645(100.0%),668(96.0%)
7394,2018-06-27,양파 수입,하,1kg,640,640,640,0,640(100.0%),656(97.0%)
7395,2018-06-28,양파,특,1kg,750,840,797,0,797(100.0%),855(93.0%)
7396,2018-06-28,양파,상,1kg,613,750,667,-15,682(97.0%),677(98.0%)
7397,2018-06-28,양파,보통,1kg,375,613,516,40,476(108.0%),477(108.0%)
7398,2018-06-28,양파,하,1kg,133,375,301,54,247(121.0%),266(113.0%)
7399,2018-06-28,양파,특,12kg,8350,9100,8802,58,"8,744(100.0%)","10,129(86.0%)"
7400,2018-06-28,양파,상,12kg,5900,8350,6873,-53,"6,926(99.0%)","7,095(96.0%)"
7401,2018-06-28,양파,보통,12kg,3650,5900,4906,3,"4,903(100.0%)","4,870(100.0%)"
7402,2018-06-28,양파,하,12kg,2300,3650,3183,-83,"3,266(97.0%)","3,082(103.0%)"
7403,2018-06-28,양파,특,20kg,12500,14350,13373,-430,"13,803(96.0%)","13,627(98.0%)"
7404,2018-06-28,양파,상,20kg,10500,12500,11299,-1724,"13,023(86.0%)","11,829(95.0%)"
7405,2018-06-28,양파,보통,20kg,7550,10500,9419,3550,"5,869(160.0%)","8,127(115.0%)"
7406,2018-06-28,양파,하,20kg,3000,7550,6348,4095,"2,253(281.0%)","4,584(138.0%)"
7407,2018-06-28,양파 자주색,특,1kg,1108,1154,1148,74,"1,074(106.0%)",999(114.0%)
7408,2018-06-28,양파 자주색,상,1kg,917,1108,1014,6,"1,008(100.0%)",953(106.0%)
7409,2018-06-28,양파 자주색,보통,1kg,667,917,836,27,809(103.0%),793(105.0%)
7410,2018-06-28,양파 자주색,하,1kg,342,667,429,-96,525(81.0%),520(82.0%)
7411,2018-06-28,양파 자주색,특,12kg,13850,13850,13850,1238,"12,612(109.0%)","11,710(118.0%)"
7412,2018-06-28,양파 자주색,상,12kg,11500,13850,12277,59,"12,218(100.0%)","11,410(107.0%)"
7413,2018-06-28,양파 자주색,보통,12kg,8000,11500,9683,-1551,"11,234(86.0%)","10,625(91.0%)"
7414,2018-06-28,양파 자주색,하,12kg,4100,8000,4185,-5722,"9,907(42.0%)","9,312(44.0%)"
7415,2018-06-28,양파 자주색,특,20kg,22167,23083,23084,1441,"21,643(106.0%)","19,982(115.0%)"
7416,2018-06-28,양파 자주색,상,20kg,18333,22167,20204,-10,"20,214(99.0%)","19,084(105.0%)"
7417,2018-06-28,양파 자주색,보통,20kg,13333,18333,16714,540,"16,174(103.0%)","15,829(105.0%)"
7418,2018-06-28,양파 자주색,하,20kg,6833,13333,8550,-1956,"10,506(81.0%)","10,404(82.0%)"
7419,2018-06-28,양파 수입,특,1kg,653,653,653,0,653(100.0%),683(95.0%)
7420,2018-06-28,양파 수입,상,1kg,647,653,650,0,650(100.0%),677(96.0%)
7421,2018-06-28,양파 수입,보통,1kg,640,647,645,0,645(100.0%),665(96.0%)
7422,2018-06-28,양파 수입,하,1kg,640,640,640,0,640(100.0%),654(97.0%)
7423,2018-06-29,양파,특,1kg,733,958,768,-29,797(96.0%),841(91.0%)
7424,2018-06-29,양파,상,1kg,553,733,634,-33,667(95.0%),674(94.0%)
7425,2018-06-29,양파,보통,1kg,292,553,434,-82,516(84.0%),483(89.0%)
7426,2018-06-29,양파,하,1kg,35,292,233,-68,301(77.0%),272(85.0%)
7427,2018-06-29,양파,특,12kg,7800,9800,8569,-233,"8,802(97.0%)","9,800(87.0%)"
7428,2018-06-29,양파,상,12kg,5350,7800,6175,-698,"6,873(89.0%)","7,105(86.0%)"
7429,2018-06-29,양파,보통,12kg,3200,5350,4143,-763,"4,906(84.0%)","4,920(84.0%)"
7430,2018-06-29,양파,하,12kg,1800,3200,2748,-435,"3,183(86.0%)","3,133(87.0%)"
7431,2018-06-29,양파,특,20kg,14000,14200,14122,749,"13,373(105.0%)","13,492(104.0%)"
7432,2018-06-29,양파,상,20kg,10500,14000,12757,1458,"11,299(112.0%)","11,542(110.0%)"
7433,2018-06-29,양파,보통,20kg,1700,10500,7263,-2156,"9,419(77.0%)","8,051(90.0%)"
7434,2018-06-29,양파,하,20kg,700,1700,1052,-5296,"6,348(16.0%)","4,715(22.0%)"
7435,2018-06-29,양파 자주색,특,1kg,1140,1140,1140,-8,"1,148(99.0%)","1,044(109.0%)"
7436,2018-06-29,양파 자주색,상,1kg,1020,1140,1107,93,"1,014(109.0%)",980(112.0%)
7437,2018-06-29,양파 자주색,보통,1kg,967,1020,999,163,836(119.0%),817(122.0%)
7438,2018-06-29,양파 자주색,하,1kg,700,967,884,455,429(206.0%),544(162.0%)
7439,2018-06-29,양파 자주색,특,12kg,13850,13850,13850,0,"13,850(100.0%)","12,352(112.0%)"
7440,2018-06-29,양파 자주색,상,12kg,11500,13850,12277,0,"12,277(100.0%)","11,809(103.0%)"
7441,2018-06-29,양파 자주색,보통,12kg,8000,11500,9683,0,"9,683(100.0%)","10,714(90.0%)"
7442,2018-06-29,양파 자주색,하,12kg,4100,8000,4185,0,"4,185(100.0%)","8,583(48.0%)"
7443,2018-06-29,양파 자주색,특,20kg,22800,22800,22800,-284,"23,084(98.0%)","20,912(109.0%)"
7444,2018-06-29,양파 자주색,상,20kg,20400,22800,22180,1976,"20,204(109.0%)","19,606(113.0%)"
7445,2018-06-29,양파 자주색,보통,20kg,19333,20400,19884,3170,"16,714(118.0%)","16,327(121.0%)"
7446,2018-06-29,양파 자주색,하,20kg,14000,19333,17552,9002,"8,550(205.0%)","10,868(161.0%)"
7447,2018-06-29,양파 수입,특,1kg,653,653,653,0,653(100.0%),679(96.0%)
7448,2018-06-29,양파 수입,상,1kg,647,653,650,0,650(100.0%),673(96.0%)
7449,2018-06-29,양파 수입,보통,1kg,640,647,645,0,645(100.0%),662(97.0%)
7450,2018-06-29,양파 수입,하,1kg,640,640,640,0,640(100.0%),653(98.0%)
7451,2018-06-30,양파,특,1kg,692,1400,730,-38,768(95.0%),810(90.0%)
7452,2018-06-30,양파,상,1kg,433,692,564,-70,634(88.0%),666(84.0%)
7453,2018-06-30,양파,보통,1kg,400,433,401,-33,434(92.0%),476(84.0%)
7454,2018-06-30,양파,하,1kg,100,400,303,70,233(130.0%),267(113.0%)
7455,2018-06-30,양파,특,12kg,8300,8800,8410,-159,"8,569(98.0%)","9,339(90.0%)"
7456,2018-06-30,양파,상,12kg,5400,8300,6331,156,"6,175(102.0%)","7,047(89.0%)"
7457,2018-06-30,양파,보통,12kg,3200,5400,4220,77,"4,143(101.0%)","4,869(86.0%)"
7458,2018-06-30,양파,하,12kg,1850,3200,2814,66,"2,748(102.0%)","3,109(90.0%)"
7459,2018-06-30,양파,특,20kg,9700,14500,11733,-2389,"14,122(83.0%)","13,638(86.0%)"
7460,2018-06-30,양파,상,20kg,8000,9700,8051,-4706,"12,757(63.0%)","11,713(68.0%)"
7461,2018-06-30,양파,보통,20kg,8000,8000,8000,737,"7,263(110.0%)","7,639(104.0%)"
7462,2018-06-30,양파,하,20kg,2000,8000,7713,6661,"1,052(733.0%)","4,078(189.0%)"
7463,2018-06-30,양파 자주색,특,1kg,1125,1142,1134,-6,"1,140(99.0%)","1,070(105.0%)"
7464,2018-06-30,양파 자주색,상,1kg,1013,1125,1061,-46,"1,107(95.0%)","1,007(105.0%)"
7465,2018-06-30,양파 자주색,보통,1kg,775,1013,966,-33,999(96.0%),841(114.0%)
7466,2018-06-30,양파 자주색,하,1kg,517,775,696,-188,884(78.0%),590(117.0%)
7467,2018-06-30,양파 자주색,특,12kg,13600,13600,13600,-250,"13,850(98.0%)","12,669(107.0%)"
7468,2018-06-30,양파 자주색,상,12kg,12800,13600,13180,903,"12,277(107.0%)","11,945(110.0%)"
7469,2018-06-30,양파 자주색,보통,12kg,9100,12800,10569,886,"9,683(109.0%)","10,588(99.0%)"
7470,2018-06-30,양파 자주색,하,12kg,7800,9100,8609,4424,"4,185(205.0%)","7,793(110.0%)"
7471,2018-06-30,양파 자주색,특,20kg,22500,22833,22910,110,"22,800(100.0%)","21,377(107.0%)"
7472,2018-06-30,양파 자주색,상,20kg,20267,22500,21095,-1085,"22,180(95.0%)","20,139(104.0%)"
7473,2018-06-30,양파 자주색,보통,20kg,15500,20267,19190,-694,"19,884(96.0%)","16,774(114.0%)"
7474,2018-06-30,양파 자주색,하,20kg,10333,15500,13894,-3658,"17,552(79.0%)","11,773(118.0%)"
7475,2018-06-30,양파 수입,특,1kg,653,653,653,0,653(100.0%),674(96.0%)
7476,2018-06-30,양파 수입,상,1kg,647,653,650,0,650(100.0%),670(97.0%)
7477,2018-06-30,양파 수입,보통,1kg,640,647,645,0,645(100.0%),659(97.0%)
7478,2018-06-30,양파 수입,하,1kg,640,640,640,0,640(100.0%),651(98.0%)
7479,2018-07-02,양파,특,1kg,787,1333,891,161,730(122.0%),786(113.0%)
7480,2018-07-02,양파,상,1kg,600,787,692,128,564(122.0%),647(106.0%)
7481,2018-07-02,양파,보통,1kg,288,600,461,60,401(114.0%),464(99.0%)
7482,2018-07-02,양파,하,1kg,160,288,235,-68,303(77.0%),273(86.0%)
7483,2018-07-02,양파,특,12kg,9000,11200,10405,1995,"8,410(123.0%)","8,953(116.0%)"
7484,2018-07-02,양파,상,12kg,5600,9000,6368,37,"6,331(100.0%)","6,777(93.0%)"
7485,2018-07-02,양파,보통,12kg,3100,5600,4215,-5,"4,220(99.0%)","4,721(89.0%)"
7486,2018-07-02,양파,하,12kg,2000,3100,2651,-163,"2,814(94.0%)","3,069(86.0%)"
7487,2018-07-02,양파,특,20kg,12200,14600,13680,1947,"11,733(116.0%)","13,543(101.0%)"
7488,2018-07-02,양파,상,20kg,9700,12200,11542,3491,"8,051(143.0%)","11,232(102.0%)"
7489,2018-07-02,양파,보통,20kg,3700,9700,5930,-2070,"8,000(74.0%)","7,642(77.0%)"
7490,2018-07-02,양파,하,20kg,3200,3700,3483,-4230,"7,713(45.0%)","4,405(79.0%)"
7491,2018-07-02,양파 자주색,특,1kg,1175,1175,1175,41,"1,134(103.0%)","1,092(107.0%)"
7492,2018-07-02,양파 자주색,상,1kg,1020,1175,1096,35,"1,061(103.0%)","1,029(106.0%)"
7493,2018-07-02,양파 자주색,보통,1kg,967,1020,1003,37,966(103.0%),886(113.0%)
7494,2018-07-02,양파 자주색,하,1kg,533,967,691,-5,696(99.0%),636(108.0%)
7495,2018-07-02,양파 자주색,특,12kg,14000,14000,14000,400,"13,600(102.0%)","12,985(107.0%)"
7496,2018-07-02,양파 자주색,상,12kg,13600,14000,13800,620,"13,180(104.0%)","12,236(112.0%)"
7497,2018-07-02,양파 자주색,보통,12kg,9500,13600,12617,2048,"10,569(119.0%)","10,577(119.0%)"
7498,2018-07-02,양파 자주색,하,12kg,9500,9500,9500,891,"8,609(110.0%)","7,611(124.0%)"
7499,2018-07-02,양파 자주색,특,20kg,23500,23500,23500,590,"22,910(102.0%)","21,872(107.0%)"
7500,2018-07-02,양파 자주색,상,20kg,20400,23500,21818,723,"21,095(103.0%)","20,564(106.0%)"
7501,2018-07-02,양파 자주색,보통,20kg,19333,20400,20064,874,"19,190(104.0%)","17,672(113.0%)"
7502,2018-07-02,양파 자주색,하,20kg,10667,19333,13815,-79,"13,894(99.0%)","12,688(108.0%)"
7503,2018-07-02,양파 수입,특,1kg,653,653,653,0,653(100.0%),653(100.0%)
7504,2018-07-02,양파 수입,상,1kg,647,653,650,0,650(100.0%),650(100.0%)
7505,2018-07-02,양파 수입,보통,1kg,640,647,645,0,645(100.0%),645(100.0%)
7506,2018-07-02,양파 수입,하,1kg,640,640,640,0,640(100.0%),640(100.0%)
7507,2018-07-03,양파,특,1kg,808,933,856,-35,891(96.0%),797(107.0%)
7508,2018-07-03,양파,상,1kg,590,808,687,-5,692(99.0%),652(105.0%)
7509,2018-07-03,양파,보통,1kg,283,590,441,-20,461(95.0%),465(94.0%)
7510,2018-07-03,양파,하,1kg,142,283,235,0,235(100.0%),269(87.0%)
7511,2018-07-03,양파,특,12kg,9700,11000,10438,33,"10,405(100.0%)","9,051(115.0%)"
